商品ID,用户昵称,评分,评论内容,评论时间,点赞数,回复数,用户级别,商品颜色,商品规格,购买时间,订单商品名称
100327958810,桔子orange,5,6.5L容量大容量，日常做全家餐轻松搞定，旋钮操作简单，老人也能轻松上手，不锈钢炸蓝，健康无异味。,2026-05-08 21:20:59,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-07 21:47:51,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,g***x,5,美的的电器真的是绝绝子，颜值高，功率大，烤出来的东西非常棒，建议大家都下手这款炸锅！,2026-05-07 14:10:05,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-05 20:52:39,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,李木子-319,5,收到客气炸锅已经有好几天了。几天用下来的心得是，方便！能用极少的时间，享受到像油炸一样和烧烤一样的美食。这款是经过我一番对比才下手的可谓用得舒心！每次的食物都忘了拍照，这是剩下的。,2026-05-09 20:59:23,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-29 01:09:20,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***6,5,这空气炸锅真不错，烤肉外焦里嫩，油渍也好擦，加热挺快的。操作简单，预设菜单很实用，厨房小白也能轻松上手，推荐购买👍🏻🏻,2026-05-07 22:38:47,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-05 11:18:26,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,江南烟雨2011,5,不错不错，大品牌值得信赖，颜值这块拿捏得死死，试了烤红薯就像小时候火堆里面烤的一样香,2026-05-09 17:08:33,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-28 20:13:04,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***r,5,这款空气炸锅，颜值比较高，放在厨房里面，看起来整体搭配上会很清新。这2天烤了排骨和贝贝南瓜，整体的效果都还是可以的，而且与烤箱比起来烤时间比较短，效率很高，烤出来的东西口感上面还是挺好,2026-05-11 16:31:58,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-09 10:39:59,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,2***n,5,很好用，6.5 升容量也挺大的，然后上面的一些指示也比较清晰，而且比我之前买的那个，它的视窗是透明的确实会更方便这个操作,2026-05-11 22:17:11,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-30 18:58:06,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,法学院红领巾,5,美的空气炸锅真的太棒了！加热速度快，不用翻面也很均匀。炸出的薯条外酥里嫩，低脂健康，清洗也超方便，完美替代油炸！,2026-05-08 18:09:06,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-28 15:43:43,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,卫大华,5,外观大气很有档次，功能齐全实用性很高，还有专属的新风炸功能，做出的食物更酥脆，很喜欢！,2026-05-08 10:18:28,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-07 23:38:59,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,露***噜,5,非常好用，空间够大，功率够大，烤鸡翅12分钟左右很快就烤好了，也很好清洁，推荐购买,2026-05-06 15:26:50,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-08 14:58:22,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,JUSTINME,5,这款空气炸锅美观、容量大、高效，很好用，值得购买。,2026-05-08 19:35:17,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-29 17:58:29,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,夏天813,5,还不错，非常的简洁，非常的实用，非常的好用,2026-05-08 00:34:44,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-28 10:16:16,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,爱***晨,5,赶上活动，价格很实惠，之前买的空气炸锅里边是带塑料的，每次加热，就很大的塑料味，这次看到这个内里全不锈钢的的，就果断选择了，。清洗后第1次使用就没有味道。还是很放心的。,2026-05-09 12:51:06,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-14 23:15:23,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,步履追梦,5,京东自营商品，产品质量和售后服务绝对有保证的，物流也是非常的给力，上午下完单，下午就能送货到家里了，价格实惠，非常值得推荐和购买，,2026-05-06 16:56:36,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-20 20:31:25,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,e***4,5,我觉得挺好的，买的时候看见评论里都说好就买了，看到发货的时候挺激动的，到了之后，满怀期待一激动得从快递员那里拿回了家，试一下，结果挺不错啊！而且客服小姐姐也特别的好，很有礼貌，客服小姐姐也是秒回我的疑问呢，嘻嘻，下次还会回购哒。,2026-05-11 14:49:45,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-08 22:57:31,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,4***k,5,外观简约大方，功能齐全，材质安全，操作简单，收到后烤了鸡翅和羊排，味道很好，值得购买。,2026-05-11 11:13:14,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-07 16:21:25,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,皮皮725,5,美的空气炸锅真的太好用了，颜值简约耐看，放厨房百搭不占地。操作特别简单，自带多种智能菜单，老人小孩都能轻松上手。热风循环加热均匀，还支持免翻面，烤鸡翅、薯条、红薯外酥里嫩，少油更健康。内胆是不粘材质，用完一冲就干净，大容量满足全家日常使用，性价比超高，居家做饭必备！,2026-05-09 16:36:19,0,0,,【0氟涂层】升级蒸汽炎烤 6.5L,,2026-05-06 23:08:48,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***l,5,很喜欢的空气炸锅  无涂层304不锈钢锅  效率高时间短，不用方面，挺好的  可以下手这一款真的很不错,2026-05-11 15:11:45,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-08 19:24:28,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,3***6,5,内部空间挺大的，特意选的不锈钢内胆的，可以放心烤放心清洗不担心涂层掉下来。平时我也是直接把食物放不锈钢架子上，泡一泡还挺好清洗的，安全最重要。操作也简单，家里长 辈用这个熬葱油拌面，很轻松。,2026-05-09 10:21:56,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-15 00:28:01,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,6***0,5,这个空气炸锅使用了304不锈钢作为炸篮，感觉比使用涂层的炸篮更为实用安全，也更容易清洗了。之前不敢用钢丝球刷涂层，总是刷不干净，现在终于可以安心用钢丝球刷干净了。,2026-05-07 21:45:54,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-15 00:55:49,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***F,5,颜值是真的很高，整体黑色质感更是把高级感拉满。再加上锅里304不锈钢的材质，免翻面和可视化的功能，完全满足了我对空气炸锅的要求，真的是性价比满满,2026-05-08 20:42:07,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-06 11:51:04,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***i,5,这个空气炸锅深得我心，从篮子到风扇到托盘都是不锈钢，清洗应该也会好洗点，而且不用担心涂层的风险了。外观简约大气上档次，热的也很快。安利安利！,2026-05-09 22:36:15,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-24 18:21:35,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,p***7,5,这款空气炸锅外表很大气，看得就很高级，功能有很多种，并且上下都可以非常的方便，非常的不错，美的的品牌，买着也非常的放心，满意的一次购物,2026-05-06 16:59:21,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-24 18:01:26,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***r,5,颜值在线！功能强大！试着做了五花肉，且不需要翻面！非常耐斯！,2026-05-06 18:25:51,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-29 19:59:54,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***v,5,上下加热不用翻面，不锈钢炸篮材质用着放心，方便清洗。做了五香花生米，烤红薯很好，功能多，旋钮方便老人使用，太赞了,2026-05-06 21:35:02,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-26 21:44:13,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,magic_fish,5,两个旋转按钮很方便，家里老人小孩一教就会，操作很便捷；上面预设了很多菜单，可以一键选择。最主要是容量大，家里有朋友来的时候很快捷就能吃菜，烤的时候里面垫上纸，做多次后再清洗一次都可以。而且可以做很多减脂餐，值得购买。,2026-05-08 18:54:06,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-18 20:54:10,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,全网搜索,5,看到是内胆是不锈钢而且没有涂层，容量又大又环保，买来3台作为单位比赛奖品发放，刚收到货，还没打开，希望能够满意吧！,2026-05-10 09:26:01,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-09 12:06:50,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,d***9,5,外观精美大气，操作简单易上手，功能模式齐全，零涂层不锈钢材质安全健康，清洗方便。推荐入手,2026-05-09 10:40:11,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-08 10:00:17,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***a,5,颜值与实力并存的空气炸锅！💯 奶fufu的白色机身放在厨房超好看，双视窗+可视化设计真的很加分，一边做饭一边能看到食物慢慢变金黄的过程，太有成就感了。 美的的品控一如既往的稳，操作简单，老人也能轻松学会。做了好几次薯条和烤鸡，受热均匀，口感一点不比油炸的差，而且少油更健康，吃完没负担。 炸篮不粘材质很好洗，水一冲就干净，完全没有清洁焦虑。每天都想用它做点好吃的，幸福感直接拉满，闭眼入不亏！,2026-05-07 13:48:54,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-04-30 22:28:54,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,苏***g,5,确实非常好用，使用体验很好，炸东西吃很健康也很美味。外观也很漂亮，顶部有图示，很直观很方便，确实是很不错的。使用之后清洗也很方便的。,2026-05-11 11:51:16,0,0,,【0氟涂层】新风炎烤 6.5L,,2026-05-07 21:54:10,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***t,5,收到美的的空气炸锅真心不错！不锈钢材质，清洗也很方便，买回来清洗后空烧消毒，期待烤各种美食！,2026-05-10 10:08:20,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-09 09:23:02,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***j,5,收到货了，非常的满意，颜值外观很好看，颜色也很高档，操作很方便，功能很多,2026-05-08 10:40:49,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-15 18:58:03,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,小敏abcabc,5,收到货了，非常的满意，颜值外观很高，颜色也很高档，活力很大，按键很灵敏,2026-05-11 09:45:20,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-15 00:48:57,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,h***v,5,收到货了，非常的满意，颜值外观很高，颜色也很高档，操作很方便，火力很大,2026-05-10 16:01:27,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-15 00:38:53,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***n,5,收到货啦，外观漂亮好看，期待热菜功能。不锈钢材质很好，不担心涂层问题。,2026-05-07 20:40:31,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-01 00:42:12,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,r***b,5,收到货了，非常的满意，加热速度很快，功能很多，操作很方便，清洗也很方便,2026-05-07 23:53:24,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-15 00:59:05,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,t***7,5,火力很大功能很多，我买的时候对比很多品牌，最终还是选择美的非常的满意,2026-05-10 23:16:53,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-13 10:58:44,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,5153爱心,5,收到货了，非常的满意，颜值外观很高，颜色也很高档，很方便，火力也很大,2026-05-09 22:25:16,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-15 00:52:23,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***f,5,太喜欢了，太满意了，操作很方便，功能很多，清洗很方便，性价比也很高,2026-05-08 23:49:52,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-13 10:49:51,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,d***j,5,0涂层用着安心，旋钮操作很方便，美的质量有保证，推荐！,2026-05-07 19:30:45,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-21 20:07:36,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,r***5,5,容量够大，按键方便好用，加热速度快，推荐！,2026-05-07 20:14:50,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-10 20:23:27,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,无敌仪玄大王,5,质量很好的空气炸锅 一级棒使用起来非常享受,2026-05-07 08:12:31,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-29 01:25:47,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,jd布雷奇,5,不锈钢内腔看着就放心，旋钮操作老少皆宜。声音也不大，很喜欢。,2026-05-10 19:27:03,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-05-09 11:42:11,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
100327958810,j***B,5,用来烤了两次红薯，不用翻面，省事很多,2026-05-06 16:18:54,0,0,,【0涂层不锈钢】炎烤双热源 6.5L,,2026-04-26 09:00:08,美的（Midea）空气炸锅不锈钢0涂层 2026新款家用实用大容量6.5L全自动空气炸锅蒸烤一体金属内腔 MF-KZE6559PRO
